supertype_color,class_color,class_label,subclass_color,subclass_label,supertype_label,value,class_bigwig,subclass_bigwig,supertype_bigwig
#4DF9FF,#6b5ca5,MY Glut,#221F66,NTS Dbh Glut,NTS Dbh Glut_6,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NTS_Dbh_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NTS_Dbh_Glut_6.bw
#66003F,#6b5ca5,MY Glut,#566600,DMX VII Tbx20 Chol,DMX VII Tbx20 Chol_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMX_VII_Tbx20_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMX_VII_Tbx20_Chol_1.bw
#665C2E,#6b5ca5,MY Glut,#566600,DMX VII Tbx20 Chol,DMX VII Tbx20 Chol_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/DMX_VII_Tbx20_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/DMX_VII_Tbx20_Chol_2.bw
#663D4E,#6b5ca5,MY Glut,#99322E,IO Fgl2 Glut,IO Fgl2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/IO_Fgl2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/IO_Fgl2_Glut_1.bw
#994581,#6b5ca5,MY Glut,#00CC7C,VCO Mafa Meis2 Glut,VCO Mafa Meis2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VCO_Mafa_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VCO_Mafa_Meis2_Glut_1.bw
#2E3699,#6b5ca5,MY Glut,#00CC7C,VCO Mafa Meis2 Glut,VCO Mafa Meis2 Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VCO_Mafa_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VCO_Mafa_Meis2_Glut_2.bw
#c9ea67,#6b5ca5,MY Glut,#00CC7C,VCO Mafa Meis2 Glut,VCO Mafa Meis2 Glut_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VCO_Mafa_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VCO_Mafa_Meis2_Glut_3.bw
#991738,#6b5ca5,MY Glut,#00CC7C,VCO Mafa Meis2 Glut,VCO Mafa Meis2 Glut_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/VCO_Mafa_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/VCO_Mafa_Meis2_Glut_4.bw
#5C7699,#6b5ca5,MY Glut,#CC8E1F,SPVO Mafa Meis2 Glut,SPVO Mafa Meis2 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVO_Mafa_Meis2_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVO_Mafa_Meis2_Glut_1.bw
#FF4D86,#6b5ca5,MY Glut,#805CCC,SPVC Mafa Glut,SPVC Mafa Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVC_Mafa_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVC_Mafa_Glut_1.bw
#64661F,#6b5ca5,MY Glut,#805CCC,SPVC Mafa Glut,SPVC Mafa Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVC_Mafa_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVC_Mafa_Glut_2.bw
#179985,#6b5ca5,MY Glut,#580099,SPVC Ccdc172 Glut,SPVC Ccdc172 Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVC_Ccdc172_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVC_Ccdc172_Glut_1.bw
#26FCFF,#6b5ca5,MY Glut,#99805C,SPVC Nmu Glut,SPVC Nmu Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVC_Nmu_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVC_Nmu_Glut_1.bw
#5DCC5C,#6b5ca5,MY Glut,#99805C,SPVC Nmu Glut,SPVC Nmu Glut_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/SPVC_Nmu_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/SPVC_Nmu_Glut_2.bw
#2E6466,#6b5ca5,MY Glut,#fc235d,MDRNd Bves Glut,MDRNd Bves Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MDRNd_Bves_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MDRNd_Bves_Glut_1.bw
#3E1F66,#6b5ca5,MY Glut,#1FCC43,MDRNv Crp Glut,MDRNv Crp Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/MDRNv_Crp_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/MDRNv_Crp_Glut_1.bw
#99007A,#6b5ca5,MY Glut,#EAFF4D,HB Calcb Chol,HB Calcb Chol_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/HB_Calcb_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/HB_Calcb_Chol_1.bw
#CACC3D,#6b5ca5,MY Glut,#EAFF4D,HB Calcb Chol,HB Calcb Chol_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/HB_Calcb_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/HB_Calcb_Chol_2.bw
#179982,#6b5ca5,MY Glut,#EAFF4D,HB Calcb Chol,HB Calcb Chol_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/HB_Calcb_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/HB_Calcb_Chol_3.bw
#87CC1F,#6b5ca5,MY Glut,#EAFF4D,HB Calcb Chol,HB Calcb Chol_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/HB_Calcb_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/HB_Calcb_Chol_4.bw
#FF8B26,#6b5ca5,MY Glut,#EAFF4D,HB Calcb Chol,HB Calcb Chol_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/MY_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/HB_Calcb_Chol.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/HB_Calcb_Chol_5.bw
#3F663D,#F0A0FF,Pineal Glut,#0F6654,Pineal Crx Glut,Pineal Crx Glut_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/Pineal_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/Pineal_Crx_Glut.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/Pineal_Crx_Glut_1.bw
#CCA65C,#086375,P GABA,#B6CC5C,CS-RPO Meis2 Gaba,CS-RPO Meis2 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_RPO_Meis2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_RPO_Meis2_Gaba_1.bw
#00B0CC,#086375,P GABA,#B6CC5C,CS-RPO Meis2 Gaba,CS-RPO Meis2 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_RPO_Meis2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_RPO_Meis2_Gaba_2.bw
#FF8673,#086375,P GABA,#B6CC5C,CS-RPO Meis2 Gaba,CS-RPO Meis2 Gaba_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_RPO_Meis2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_RPO_Meis2_Gaba_3.bw
#99004C,#086375,P GABA,#B6CC5C,CS-RPO Meis2 Gaba,CS-RPO Meis2 Gaba_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_RPO_Meis2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_RPO_Meis2_Gaba_4.bw
#70FF00,#086375,P GABA,#B6CC5C,CS-RPO Meis2 Gaba,CS-RPO Meis2 Gaba_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_RPO_Meis2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_RPO_Meis2_Gaba_5.bw
#6F3DCC,#086375,P GABA,#4DFFCD,PRNc Otp Gly-Gaba,PRNc Otp Gly-Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Otp_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Otp_Gly_Gaba_1.bw
#CCC95C,#086375,P GABA,#4DFFCD,PRNc Otp Gly-Gaba,PRNc Otp Gly-Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Otp_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Otp_Gly_Gaba_2.bw
#CC8A1F,#086375,P GABA,#4DFFCD,PRNc Otp Gly-Gaba,PRNc Otp Gly-Gaba_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Otp_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Otp_Gly_Gaba_3.bw
#630F66,#086375,P GABA,#4DFFCD,PRNc Otp Gly-Gaba,PRNc Otp Gly-Gaba_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Otp_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Otp_Gly_Gaba_4.bw
#CC3700,#086375,P GABA,#4DFFCD,PRNc Otp Gly-Gaba,PRNc Otp Gly-Gaba_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Otp_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Otp_Gly_Gaba_5.bw
#3D86CC,#086375,P GABA,#F44D00,PB Sst Gly-Gaba,PB Sst Gly-Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PB_Sst_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PB_Sst_Gly_Gaba_1.bw
#edc915,#086375,P GABA,#F44D00,PB Sst Gly-Gaba,PB Sst Gly-Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PB_Sst_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PB_Sst_Gly_Gaba_2.bw
#7AA8CC,#086375,P GABA,#58992E,PRNc Prox1 Brs3 Gly-Gaba,PRNc Prox1 Brs3 Gly-Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PRNc_Prox1_Brs3_Gly_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PRNc_Prox1_Brs3_Gly_Gaba_1.bw
#4DFFB7,#086375,P GABA,#1F5366,CS-PRNr-DR En1 Sox2 Gaba,CS-PRNr-DR En1 Sox2 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_PRNr_DR_En1_Sox2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_PRNr_DR_En1_Sox2_Gaba_1.bw
#5D1FCC,#086375,P GABA,#1F5366,CS-PRNr-DR En1 Sox2 Gaba,CS-PRNr-DR En1 Sox2 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/CS_PRNr_DR_En1_Sox2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/CS_PRNr_DR_En1_Sox2_Gaba_2.bw
#99A8FF,#086375,P GABA,#00CCBA,LDT Fgf7 Gaba,LDT Fgf7 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_Fgf7_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_Fgf7_Gaba_1.bw
#FFC699,#086375,P GABA,#00CC4A,NI-RPO Gata3 Nr4a2 Gaba,NI-RPO Gata3 Nr4a2 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba_1.bw
#2E9939,#086375,P GABA,#00CC4A,NI-RPO Gata3 Nr4a2 Gaba,NI-RPO Gata3 Nr4a2 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba_2.bw
#CC3DA6,#086375,P GABA,#00CC4A,NI-RPO Gata3 Nr4a2 Gaba,NI-RPO Gata3 Nr4a2 Gaba_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba_3.bw
#8B7ACC,#086375,P GABA,#00CC4A,NI-RPO Gata3 Nr4a2 Gaba,NI-RPO Gata3 Nr4a2 Gaba_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/NI_RPO_Gata3_Nr4a2_Gaba_4.bw
#992E7A,#086375,P GABA,#630099,LDT-PCG-CS Gata3 Lhx1 Gaba,LDT-PCG-CS Gata3 Lhx1 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba_1.bw
#1FCC00,#086375,P GABA,#630099,LDT-PCG-CS Gata3 Lhx1 Gaba,LDT-PCG-CS Gata3 Lhx1 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba_2.bw
#3A00CC,#086375,P GABA,#630099,LDT-PCG-CS Gata3 Lhx1 Gaba,LDT-PCG-CS Gata3 Lhx1 Gaba_3,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba_3.bw
#FF4DC0,#086375,P GABA,#630099,LDT-PCG-CS Gata3 Lhx1 Gaba,LDT-PCG-CS Gata3 Lhx1 Gaba_4,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba_4.bw
#CC695C,#086375,P GABA,#630099,LDT-PCG-CS Gata3 Lhx1 Gaba,LDT-PCG-CS Gata3 Lhx1 Gaba_5,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/LDT_PCG_CS_Gata3_Lhx1_Gaba_5.bw
#002D99,#086375,P GABA,#991761,PDTg-PCG Pax6 Gaba,PDTg-PCG Pax6 Gaba_1,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PDTg_PCG_Pax6_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PDTg_PCG_Pax6_Gaba_1.bw
#FF9073,#086375,P GABA,#991761,PDTg-PCG Pax6 Gaba,PDTg-PCG Pax6 Gaba_2,1,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/class_label_conservative/P_GABA.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/subclass_label_conservative/PDTg_PCG_Pax6_Gaba.bw,/allen/programs/celltypes/workgroups/rnaseqanalysis/mouse_multiome/results/bigwigs/supertype_label_conservative/PDTg_PCG_Pax6_Gaba_2.bw
